Lesley	286.375
Monk,	231.5
a	224.0
51-year-old	334.3
from	198.0
Burnley,	274.9
explains	252.875
to	169.0
Mark	221.16666666666666
MacKenzie	225.77777777777777
why	211.375
she	207.75
and	173.33333333333334
her	88.0
team	281.0
of	181.0
huskies	277.42857142857144
are	278.0
going	179.57142857142858
flat	200.42857142857142
out	230.4
to	260.6666666666667
conquer	265.6666666666667
the	233.4
wastes	345.1
of	136.0
Alaska.	341.3333333333333
While	194.0
you	155.2
are	181.66666666666666
reading	278.8333333333333
this,	193.625
Lesley	261.375
Monk	253.66666666666666
is	212.0
taking	259.8
her	207.16666666666666
dogs	199.83333333333334
for	234.5
a	340.5
walk.	212.55555555555554
Sixteen	351.5
of	219.0
them	171.5
in	0
fact,	216.0
and	152.0
not	182.5
just	213.125
for	172.8
a	147.0
quick	213.4
once-round-the-park.	573.8
All	247.66666666666666
being	247.11111111111111
well,	178.2
the	503.0
51-year-old	212.66666666666666
personal	250.4
trainer	212.0
from	207.71428571428572
Lancashire	330.55555555555554
is	210.0
now	268.1666666666667
one	297.1666666666667
day	318.75
into	299.3333333333333
an	230.33333333333334
1,100-	600.1111111111111
mile	202.0
trek	280.2857142857143
across	273.85714285714283
the	196.4
frozen	211.0
Alaskan	361.0
wilderness,	366.8
the	176.33333333333334
only	261.44444444444446
British	187.375
competitor	265.5
in	223.66666666666666
this	0
year's	576.0
Iditarod,	1041.0
the	434.75
most	312.42857142857144
demanding	320.2
dog-sled	323.0
race	245.25
on	177.5
earth.	235.77777777777777
While	251.83333333333334
the	181.14285714285714
winner	195.0
of	254.0
an	190.5
event	237.25
billed	279.25
as	328.8
'The	223.25
Last	291.4
Great	309.6666666666667
Race	248.57142857142858
in	166.0
the	223.5
Last	231.125
Great	357.85714285714283
Place'	236.25
will	225.0
be	188.0
sipping	288.6
victory	317.375
champagne	377.25
in	141.66666666666666
front	222.14285714285714
of	162.0
a	0
roaring	212.33333333333334
fire	193.33333333333334
inside	319.0
of	416.0
10	266.0
days,	237.66666666666666
Lesley	262.6
and	0
the	261.5
other	210.8
67	321.5
mushers	379.375
can	285.0
expect	333.42857142857144
several	264.2
weeks	396.2
on	201.2
the	226.0
trail,	415.3333333333333
which	495.5
will	193.5
push	215.8
them	214.5
to	230.66666666666666
the	172.5
limits	298.0
of	176.33333333333334
their	183.66666666666666
endurance.	217.5
Polar	258.8333333333333
bears,	277.7142857142857
fragile	257.0
river-ice	443.55555555555554
and	0
temperatures	491.85714285714283
regularly	363.55555555555554
below	294.14285714285717
-60C	308.9
are	280.3333333333333
just	234.28571428571428
some	247.28571428571428
of	145.33333333333334
the	182.16666666666666
optional	325.375
extras	286.125
on	217.0
a	290.5
tour	240.0
itinerary	428.42857142857144
that	311.25
requires	400.375
sleep	359.1111111111111
on	185.5
the	305.4
move	230.66666666666666
as	216.0
well	228.57142857142858
as	155.5
hours	368.5
spent	205.125
massaging	261.1111111111111
weary	467.8333333333333
canine	251.0
shoulders	315.55555555555554
and	198.5
feet.	283.625
The	152.5
race	496.4
takes	305.7142857142857
its	243.5
name	199.57142857142858
from	285.4
the	173.4
village	324.5
of	215.25
Iditarod,	343.6
one	279.75
of	314.0
26	529.0
checkpoints	487.7142857142857
along	235.5
the	242.66666666666666
way	168.25
as	168.0
competitors	330.85714285714283
race	293.25
from	275.6
Anchorage	466.57142857142856
in	208.0
the	236.6
east	215.16666666666666
of	197.33333333333334
the	154.33333333333334
state	225.0
to	201.57142857142858
Nome	426.2
in	283.0
the	232.25
west,	283.25
a	243.5
rerun	309.42857142857144
of	185.0
an	195.4
historic	312.1111111111111
journey.	352.2857142857143
In	244.33333333333334
1925,	180.25
a	556.0
Nome	273.3333333333333
doctor	408.0
wired	419.6666666666667
Anchorage	591.8
pleading	335.2
for	242.0
medicine	344.1111111111111
for	447.4
an	219.25
outbreak	304.0
of	155.0
diptheria.	363.6666666666667
With	196.75
no	198.2
other	307.0
transport	420.25
available,	256.0
teams	278.8333333333333
of	234.33333333333334
mushers	351.44444444444446
transported	402.0
the	204.5
serum	226.8
in	0
a	320.5
dramatic	314.8333333333333
relay	280.6
across	274.5
the	173.25
frozen	283.57142857142856
tundra.	302.7142857142857
The	225.75
patient	224.71428571428572
was	300.25
saved	244.0
and,	273.25
conveniently	449.3333333333333
for	116.25
the	178.66666666666666
logo	375.0
writers,	416.2857142857143
the	123.0
legend	254.0
was	205.25
born.	300.8333333333333
None	249.0
of	351.0
which	398.0
explains	233.0
how,	141.375
for	191.4
the	210.5
third	212.25
time	208.66666666666666
in	195.8
14	213.42857142857142
years,	266.0
a	79.0
former	224.1
hairdresser	240.2
with	192.5
a	127.0
dysfunctional	447.25
lung	337.8
finds	311.6
herself	312.1
racing	287.75
some	168.6
of	255.66666666666666
the	112.0
hardiest	379.8
backwoodsmen	704.7
in	192.71428571428572
North	125.5
America	203.0
across	203.625
their	171.33333333333334
own	207.42857142857142
back	204.85714285714286
yard.	153.85714285714286
Lesley's	269.5
first	272.42857142857144
encounter	247.8
with	198.42857142857142
a	163.0
husky,	206.14285714285714
Alaska's	189.57142857142858
working	366.85714285714283
dog,	277.8333333333333
was	291.3333333333333
with	357.22222222222223
one	240.16666666666666
owned	299.6
by	202.0
a	185.8
friend	195.125
she	132.0
was	208.83333333333334
visiting	186.875
in	238.0
New	178.42857142857142
York	133.33333333333334
in	110.0
the	292.5
mid-Eighties.	389.0
'In	136.0
England,	337.0
we	171.66666666666666
were	230.71428571428572
living	248.22222222222223
on	205.33333333333334
a	151.0
farm	286.8888888888889
in	145.5
a	309.4
highly	271.125
touristy	315.4
area,'	330.55555555555554
she	235.0
explains,	252.6
'On	56.0
holiday,	274.7
we	178.0
were	212.25
greeted	236.625
by	214.5
this	219.66666666666666
gentle	191.375
dog	210.33333333333334
that	170.33333333333334
looked	249.4
incredibly	311.3333333333333
fierce.'	324.6
Deciding	602.6
huskies	378.5
were	331.85714285714283
an	149.25
excellent	237.33333333333334
way	200.33333333333334
to	257.6666666666667
dissuade	230.8
tourists	214.125
from	136.66666666666666
wandering	273.5
up	216.66666666666666
their	254.77777777777777
drive,	191.25
Lesley	179.125
and	173.8
her	163.66666666666666
husband,	245.375
Roy,	217.6
tracked	156.75
down	215.6
a	155.0
breeder	236.88888888888889
in	215.5
Britain.	293.3333333333333
'The	195.33333333333334
breeder	223.33333333333334
explained	252.0
the	198.0
husky	248.25
was	151.83333333333334
a	314.0
working	250.4
dog,	156.5
and	176.0
only	233.16666666666666
let	226.0
me	271.3333333333333
take	203.71428571428572
one	332.0
away	336.6
on	277.5
condition	325.57142857142856
that	208.5
I	195.0
worked	353.77777777777777
it.	175.83333333333334
Three	225.66666666666666
times	187.75
a	178.75
week,	198.88888888888889
I	158.0
would	175.42857142857142
drive	246.22222222222223
to	299.3333333333333
the	213.0
outskirts	264.9
of	293.3333333333333
Leeds	261.25
and	224.25
run	211.33333333333334
the	217.4
dog	222.28571428571428
with	204.33333333333334
a	201.0
team	349.8
behind	311.25
a	170.0
cart.'	332.5
The	171.0
Monks'	284.875
obsession	337.8888888888889
with	286.0
the	196.4
highly	261.0
intelligent	295.3333333333333
breed	141.0
saw	0
their	311.0
canine	220.375
family	224.33333333333334
swell	276.5
to	167.33333333333334
20	279.14285714285717
and	231.0
eventually	306.1111111111111
led	240.0
them	264.375
to	367.5
Alaska	202.875
and,	274.2
via	187.85714285714286
smaller	192.0
qualifying	231.85714285714286
races,	268.6
to	293.5
Lesley's	309.1
first	265.0
Iditarod	374.375
in	207.2
1988.	316.4
'I	188.0
was	187.25
a	158.5
total	298.0
rookie	252.0
and	188.0
was	231.66666666666666
pretty	234.55555555555554
overwhelmed	327.1111111111111
by	249.0
the	199.0
whole	211.66666666666666
thing,'	246.85714285714286
she	182.0
says.	363.0
'I	210.0
had	219.75
one	241.33333333333334
absolute	290.55555555555554
dread,	187.375
that	320.25
I'd	243.375
finish	249.66666666666666
last	228.71428571428572
and	193.14285714285714
be	268.6666666666667
out	249.66666666666666
there	187.5
in	173.33333333333334
the	183.66666666666666
wilderness	206.33333333333334
all	185.28571428571428
on	136.25
my	0
own.'	292.3333333333333
Which	187.5
is	190.16666666666666
precisely	178.66666666666666
what	231.28571428571428
happened.	250.7
Nineteen	311.9
days	140.8
after	226.0
leaving	249.44444444444446
Anchorage,	244.75
having	217.5
