As	288.5
the	168.5
first	219.22222222222223
phase	246.5
of	175.0
the	205.5
official	264.8
inquiry	278.3
into	195.5
the	214.66666666666666
death	189.0
of	170.4
Victoria	263.0
Climbie	379.375
drew	245.66666666666666
to	175.0
a	181.0
close	203.77777777777777
yesterday,	287.44444444444446
this	179.5
is	182.0
perhaps	244.66666666666666
a	0
good	194.0
moment	225.0
to	219.0
recall	218.0
the	221.0
words	187.44444444444446
of	0
Lord	134.25
Laming,	307.5
the	230.5
chairman	296.6
of	119.0
the	223.8
inquiry,	253.6
on	192.0
the	184.4
opening	311.2
of	219.0
the	203.0
proceedings	365.55555555555554
some	235.25
months	318.0
ago.	198.5
At	239.0
that	292.0
time	275.4
he	216.0
said	232.0
that	209.83333333333334
he	220.0
hoped	242.75
that	179.8
the	158.0
Climbie	336.0
case	153.5
would	174.28571428571428
mark	152.6
a	193.0
'turning	198.33333333333334
point'	151.25
and	162.0
that	324.75
the	172.5
lessons	359.0
of	0
the	202.0
case	231.625
would	204.0
result	246.625
in	254.0
proper	265.875
protection	390.3333333333333
for	167.0
vulnerable	286.6
and	269.0
abused	278.25
children	260.6666666666667
in	142.0
Britain.	268.0
Lord	176.0
Laming	317.625
is	205.66666666666666
certainly	205.625
right	214.625
to	263.0
hope	273.14285714285717
for	196.16666666666666
such	205.66666666666666
an	225.0
outcome,	209.1
but	195.0
the	205.6
long	225.625
list	349.5
of	201.6
previous	231.9
high-	189.71428571428572
profile	270.25
child-abuse	293.0
cases	282.625
suggests	251.7
otherwise.	353.7
Victoria	256.3
Climbie's	285.44444444444446
name	243.0
joins	197.85714285714286
those	162.5
of	152.25
Kimberley	275.3333333333333
Carlile,	406.77777777777777
Jasmine	351.44444444444446
Beckford,	347.55555555555554
Maria	293.5
Colwell,	370.375
Shirley	307.625
Woodcock	227.57142857142858
and	211.0
many	132.0
others,	170.33333333333334
all	125.0
of	78.0
which	241.875
had	147.33333333333334
a	155.25
similar	241.5
shocking	191.375
impact	241.57142857142858
on	181.0
the	205.6
public	297.85714285714283
and	239.33333333333334
the	291.0
authorities	332.55555555555554
but,	174.0
sadly,	383.25
seemed	332.3333333333333
to	202.0
have	336.3333333333333
no	173.5
lasting	264.0
effect.	225.0
It	80.0
is	449.0
obviously	452.75
unrealistic	254.33333333333334
to	191.66666666666666
expect	165.0
that	211.75
we	223.0
will	284.6666666666667
never	271.375
again	223.5
see	231.33333333333334
a	223.0
case	262.1111111111111
like	194.66666666666666
that	183.875
of	146.5
Victoria	215.16666666666666
Climbie;	171.0
but	293.3333333333333
it	166.33333333333334
is	247.0
not	359.4
too	302.77777777777777
much	183.71428571428572
to	202.0
ask	250.66666666666666
that	270.0
the	205.5
same	219.75
mistakes	254.875
be	325.5
not	239.6
made	347.7142857142857
time	158.0
and	175.0
again	126.75
by	0
the	147.66666666666666
authorities	256.8333333333333
and	224.5
voluntary	256.6666666666667
agencies	263.14285714285717
that	214.0
work	187.25
in	197.5
the	192.5
field.	211.2
In	142.4
particular,	345.3333333333333
the	0
Government	289.57142857142856
needs	208.4
to	247.0
take	207.5
urgent	272.3333333333333
action	243.2
to	219.0
deal	204.8
with	298.3333333333333
the	166.5
standards	256.42857142857144
of	224.66666666666666
some	140.33333333333334
local	247.875
authorities'	301.4
social	244.125
services	226.0
departments.	319.9
It	200.5
bears	275.125
repeating	207.0
that	236.0
the	198.0
abuse	257.2
of	192.2
Victoria	261.3333333333333
Climbie	223.55555555555554
-	221.0
amounting	238.7
to	147.33333333333334
the	307.75
torture	312.6666666666667
and,	135.0
indeed,	142.6
the	240.5
murder	238.66666666666666
of	206.0
the	188.6
eight-year-old	377.7
-	121.0
took	199.28571428571428
place	210.83333333333334
not	181.75
in	281.0
some	184.85714285714286
quasi-prison	479.0
or	227.0
care	253.5
home	285.0
but	191.85714285714286
'in	163.66666666666666
the	217.8
community'.	344.44444444444446
Her	177.4
injuries	303.875
were	237.33333333333334
inflicted	211.66666666666666
over	172.16666666666666
a	133.0
period	148.25
of	334.0
many	187.5
months	230.16666666666666
and	225.0
were	188.0
seen	209.71428571428572
by	272.3333333333333
hospital	257.44444444444446
staff	191.0
and	196.57142857142858
by	247.5
social	323.42857142857144
workers.	332.8333333333333
Carole	309.6666666666667
Baptiste,	516.2
the	186.25
Haringey	594.2
social	277.6
worker	300.75
whose	228.0
job	188.85714285714286
it	166.33333333333334
was	206.0
to	196.75
oversee	197.0
the	140.33333333333334
Climbie	219.8
case,	186.0
was	210.5
apparently	268.3
developing	246.1
a	235.0
'serious	247.77777777777777
psychotic	316.0
mental	239.125
illness'	324.55555555555554
at	134.8
the	267.0
time.	149.8
Documents	379.22222222222223
have	242.5
been	251.5
lost.	257.7142857142857
However,	266.5
time	173.33333333333334
and	242.66666666666666
again,	220.85714285714286
and	203.0
far	243.44444444444446
too	174.25
often,	278.75
we	315.0
find	163.0
with	204.25
a	203.0
sense	197.22222222222223
of	168.8
depressing	328.6
inevitability	357.3
that	358.0
