As	365.8
ever,	270.6666666666667
market	255.5
trends	264.55555555555554
are	215.4
against	338.44444444444446
the	211.33333333333334
way	184.0
of	204.25
life	362.2
of	240.8
a	266.4
marginalised	438.22222222222223
community.	325.75
The	209.0
evidence	169.0
of	226.0
the	220.66666666666666
annual	269.1
Caravan	454.0
Show,	263.6
which	182.25
opened	256.8
in	164.0
Birmingham	208.0
yesterday,	216.0
is	310.0
that	218.75
the	213.33333333333334
traditional	278.57142857142856
caravan,	242.3
the	438.0
wheeled	261.5
kitchenette	449.7
that	237.0
you	200.6
attach	246.44444444444446
to	236.33333333333334
the	131.0
back	192.0
of	167.0
a	118.0
car,	172.75
is	191.33333333333334
being	232.16666666666666
ousted	343.8
-	307.0
much	279.875
in	176.0
the	154.6
manner	271.375
of	237.0
red	199.6
squirrels	285.5
by	274.8
grey	168.25
-	292.0
by	369.25
the	174.66666666666666
all-in-one	420.55555555555554
mobile	330.55555555555554
home.	324.8
Caravanners	322.5
have	219.0
been	212.0
a	222.25
despised	294.25
minority	385.5
for	203.33333333333334
too	217.5
long.	240.875
They	137.16666666666666
may	189.125
not	175.0
have	275.77777777777777
known	259.44444444444446
quite	242.5
how	267.3333333333333
much	194.16666666666666
they	207.5
were	195.66666666666666
despised	222.71428571428572
by	189.66666666666666
the	125.0
drivers	230.4
of	197.0
unencumbered	580.3
vehicles	300.9
travelling	273.77777777777777
behind	194.77777777777777
their	325.2
swaying	232.0
boxes	250.25
on	173.0
a	284.5
motorway,	241.125
but	194.66666666666666
they	202.5
sensed	252.5
that	216.4
they	241.71428571428572
were	152.5
discriminated	337.55555555555554
against	254.28571428571428
by	140.4
the	94.0
mainstream.	340.7142857142857
And	125.66666666666667
they	185.66666666666666
knew	201.375
that	182.16666666666666
they	206.2
were	160.0
under-represented	584.75
in	265.5
Parliament,	340.875
with	135.0
only	354.0
one	182.0
of	206.0
their	263.75
number,	217.6
Margaret	290.57142857142856
Beckett,	351.85714285714283
in	187.0
the	221.75
Cabinet.	267.85714285714283
Mobile	449.0
homes,	401.0
meanwhile,	316.1111111111111
have	283.25
shaken	223.0
off	158.33333333333334
their	222.11111111111111
image	338.3333333333333
as	184.5
overgrown	520.625
camper	198.625
vans	167.5
and	194.4
become	209.5
fashionable,	268.75
with	173.0
the	287.0
help	220.71428571428572
of	243.0
air-conditioning,	515.6
built-in	256.2
dishwashers	297.77777777777777
and	260.6666666666667
all	193.6
mod	125.66666666666667
cons.	240.5
Surely,	188.0
caravan-owners	439.5
should	300.3333333333333
react	270.3333333333333
by	230.75
going	288.55555555555554
in	216.66666666666666
the	244.33333333333334
opposite	306.375
direction,	185.4
back	181.6
to	273.0
the	209.25
simpler	259.3333333333333
holiday	278.8888888888889
life	229.75
that	224.28571428571428
is	243.0
