The	227.25
money	287.5
ain't	270.77777777777777
the	257.8333333333333
problem.	256.3
It's	239.0
what	261.875
you	228.85714285714286
do	175.0
with	168.33333333333334
it.	154.0
The	217.0
developed	298.4
world	149.83333333333334
has	171.0
taken	197.83333333333334
on	186.0
board	277.3333333333333
the	207.83333333333334
task	258.8333333333333
of	229.66666666666666
rebuilding	274.1
the	0
shattered	316.4
economy	249.33333333333334
of	197.66666666666666
Afghanistan	302.5
and	0
has	262.0
just	145.6
pledged	272.22222222222223
$1.8bn	585.0
(�1.3bn)	516.0
in	194.75
the	215.4
first	333.6
year	192.33333333333334
to	246.66666666666666
this	312.6666666666667
end,	210.71428571428572
with	318.42857142857144
a	229.33333333333334
total	139.28571428571428
of	290.0
$4.5bn	284.0
over	201.33333333333334
the	216.6
next	235.8
few	193.14285714285714
years.	218.28571428571428
That	124.5
is	184.16666666666666
already	309.6
nearly	252.44444444444446
half	199.16666666666666
way	316.6
to	157.25
the	244.44444444444446
UN	219.0
target	218.8
of	172.75
$10bn	299.3333333333333
-	247.33333333333334
although	248.625
the	211.66666666666666
World	229.3
Bank	283.6666666666667
reckons	371.375
that	200.66666666666666
$15	298.875
billion	413.0
will	287.625
eventually	287.8
be	0
needed.	239.8
The	176.33333333333334
task	247.125
now	284.1666666666667
is	190.5
to	223.75
make	141.125
sure	158.875
that	187.66666666666666
the	156.0
money	227.625
does	201.875
not	121.0
disappear	188.83333333333334
down	176.75
a	0
black	239.44444444444446
hole	183.875
and	175.75
that	191.0
there	255.0
is	210.33333333333334
a	0
viable	288.2
economy	212.44444444444446
that	303.2
can	244.0
sustain	228.875
a	0
decent	153.5
standard	252.0
of	332.3333333333333
life	221.5
for	209.0
its	229.33333333333334
people	233.5
when	124.75
the	207.0
aid	245.16666666666666
cheques	488.55555555555554
run	248.75
out.	283.6666666666667
Can	258.42857142857144
it	211.0
be	400.0
done?	260.0
Afghanistan	291.55555555555554
ranks	246.83333333333334
at	376.75
or	240.5
about	410.7
the	272.85714285714283
bottom	283.2
of	181.0
the	173.25
world	192.77777777777777
scale	170.33333333333334
on	193.5
most	194.875
conventional	195.66666666666666
measures	313.85714285714283
of	185.66666666666666
human	162.33333333333334
endeavour,	440.77777777777777
insofar	288.2
as	299.3333333333333
figures	295.55555555555554
are	231.25
available	310.44444444444446
at	197.16666666666666
all.	222.83333333333334
Life	269.8333333333333
expectancy	436.8
is	178.5
42.5	447.375
years,	438.44444444444446
25	193.0
out	274.42857142857144
of	254.33333333333334
every	238.625
100	247.55555555555554
children	223.57142857142858
die	192.33333333333334
before	256.3333333333333
they	159.25
are	0
five,	272.0
70	176.0
per	204.33333333333334
cent	176.0
of	184.6
the	143.5
population	279.6
are	103.0
undernourished	426.5
and	171.0
only	228.42857142857142
a	179.25
third	158.66666666666666
of	162.33333333333334
the	150.33333333333334
adults	218.16666666666666
can	152.5
read	209.0
and	194.875
write.	183.125
It	216.0
is,	235.0
in	243.8
that	330.6
unpleasant	573.9
expression	289.0
so	232.0
often	274.0
used	233.0
nowadays,	253.875
a	0
'failed	243.5
state'.	279.75
If	242.0
it	236.0
can	355.42857142857144
come	309.5
right,	296.5
that	243.83333333333334
would	198.25
be	212.83333333333334
a	134.5
wonderful	262.1111111111111
demonstration	176.71428571428572
to	0
the	185.0
rest	212.2
of	154.0
the	205.33333333333334
world	169.875
that	255.5
out	180.5
of	264.2
catastrophe	433.14285714285717
can	303.0
come,	224.25
if	250.375
not	182.8
triumph,	318.25
at	266.0
least	173.11111111111111
a	179.25
modicum	343.6
of	561.3333333333334
success.	374.25
The	94.0
first	354.2
thing	305.57142857142856
to	294.8
appreciate	361.1
is	157.14285714285714
that	0
there	206.2
are	135.5
clear	203.83333333333334
limits	292.3
to	162.33333333333334
what	271.0
outsiders	386.2
can	199.0
achieve.	300.44444444444446
Consider	182.875
the	170.42857142857142
money	306.75
now	324.5
pledged:	248.75
it	122.5
is	196.33333333333334
tiny	336.1666666666667
by	230.75
the	202.83333333333334
standards	347.75
of	209.33333333333334
developed	255.0
countries	232.1
but	250.0
enormous	307.1111111111111
by	278.5
the	241.0
standards	133.42857142857142
of	0
Afghanistan.	335.0
The	159.0
whole	209.375
$4.5bn,	363.0
of	380.0
which	285.7142857142857
the	277.0
UK's	195.125
share	298.25
is	207.2
$288m,	567.0
is	192.0
less	209.75
than	192.6
the	300.0
British	219.2
taxpayer	162.22222222222223
spent	208.0
last	219.0
year	160.0
in	183.0
eradicating	436.2857142857143
foot-	237.28571428571428
and-mouth	323.3333333333333
disease.	259.1
Put	336.5
another	405.77777777777777
way,	187.28571428571428
we	289.5
spent	245.88888888888889
four	467.75
times	257.9
as	402.0
much	310.0
on	227.75
the	329.8
Dome	240.66666666666666
as	181.42857142857142
we	180.0
are	207.0
spending	141.5
on	209.5
Afghanistan.	274.0
But	159.5
relative	349.1111111111111
to	315.0
the	192.66666666666666
Afghan	209.625
economy,	221.0
the	191.28571428571428
money	206.85714285714286
is	129.0
big.	198.42857142857142
There	207.66666666666666
are	215.83333333333334
no	127.0
reliable	269.375
statistics	280.625
for	243.75
its	182.71428571428572
GDP,	247.71428571428572
but	204.33333333333334
it	204.5
is	188.85714285714286
probably	182.0
about	374.25
$20bn	367.57142857142856
a	265.5
year.	256.85714285714283
There	167.5
are	221.85714285714286
some	281.2
25	162.5
million	229.625
people,	249.71428571428572
but	246.0
per	273.57142857142856
capita	312.1666666666667
income	216.375
is	91.0
only	220.66666666666666
around	419.57142857142856
$800,	376.57142857142856
20	377.0
per	237.71428571428572
cent	325.0
lower	268.8888888888889
than	279.25
in	144.0
neighbouring	367.55555555555554
Tajikistan	534.75
and	441.5
only	269.8
half	231.85714285714286
that	167.42857142857142
of	212.0
Pakistan.	387.8
So	198.66666666666666
the	270.57142857142856
aid	293.125
flow	279.875
will	229.71428571428572
be	206.0
more	228.6
than	245.71428571428572
5	131.0
per	212.66666666666666
cent	203.25
of	260.4
GDP	339.57142857142856
per	218.375
annum	236.0
-	209.0
and	159.66666666666666
a	163.0
lot	217.0
